type,n_stocks,mean_slope,median_slope,ci_lo,ci_hi,t_stat,share_correct_sign
Open,8995,0.00272248566260129,0.000881997194385514,-0.00227937667863499,0.00772434800383757,1.06694100417843,0.506058921623124
High,8995,0.0748192784880235,0.0637169759575829,0.0683881546338878,0.0812504023421593,22.8051630742525,0.640800444691495
Low,8995,-0.0779606088848513,-0.0670261941448384,-0.084023349235895,-0.0718978685338076,-25.2065143002597,0.634130072262368
Close,8995,0.00365490538459094,0.00163565732978938,-0.00239681145165996,0.00970662222084185,1.18387017528184,0.510505836575875
