n_rows,n_stocks,date_min,date_max,share_adjusted,share_high_eq_low,share_narrow_range,built_at
9869789,10070,2019-10-17,2024-10-14,0.320925503067999,0.0527588786345888,0.311265722093958,2026-09-06 13:22:25.484076
